pʰi	calf (of leg)
kʰu	chin
wat	angry (hear is bursting)
lwe	forget
ði	water
rɐŋ	alive/be living
kʰu	bitter
si	buffalo
rɐt	heavy
va	grandmother
kʰuk	knee
ʃit	eight
tʰɐ	bile
ŋum	round
we	mother
rɐ	medicine
nam	deceive
sɐ	comb
vu	uncle (mothers brother)
ðɐ	grandchild
ki	bite (v.)
si	tempt
ʃe	brain
tʰe	awaken
kʰi	bee
tʰok	fast/quick
li	buffalo
wu	bird (general)
kop	shoot (v.)
nɐ	seven
kon	cross
tsɐ	fear/frighten
lu	daughter
vu	father-in-law
tsɐ	four
tʰak	kick
sɐ	comb
kop	shoot
ʃap	able
tu	far
kɐ	nine
rɐk	throat
fak	pig
ðar	aunt (mother's younger sister)
kʰɐ	scratch/scrape
ja	look at
pʰə	snake
hur	fan onself
kʰu	cough
li	squirrel
tɐŋ	marrow
ham	pot
lɐt	self
pi	blind
ta	pine
vu	great grandfather
tʰɐk	lung/chest
tʰeŋ	dry
tsɐ	moon
pʰi	foot
vu	great grandfather
ʃim	mortar
con	help
lu	ash/cinder
sam	hair (head)
ko	thin
kwe	break
ʔa	antler (of deer)
cir	saliva
tʰur	sour
ʃa	clan
fu	elephant
pwe	easy
vu	grandfather
car	white
ðɐ	grandchild
jap	hit/strike
tʰuk	deep
le	field
tʰar	new
fak	pig
kup	finish
ʃim	sweet
ki	bite
ruk	six
ʃut	brush (teeth)
ŋun	corpse/dead body
ðo	bracelet
ʃuŋ	arrive
ði	big
nɐ	mother-in-law
him	Tibetan/Himalayan bear (Selenarctos thibetanus)
tʰum	hide
pʰi	leg
ðak	weave
ʃim	sweet
kʰum	back
ji	leftside
ðej	ant
ʃi	decay
jak	ashamed
mi	tail (of animal)
pʰu	seek/search
pʰɐn	belly/abdomen (external bulge)
hwi	dog
hwi	dog
ðu	eat (rice; v.)
we	mother
sɐ	scoop out
ðot	rice (cooked)
tʰa	resemble/be like
nɐŋ	stand
som	rice (hulled)
com	be hungry
ma	dream
ta	pine
ʃe	produce/emerge
ðɐ	grandchild
ʃuk	borrow
aw	father
kʰu	chin
naŋ	spin
mɐ	give
rɐ	intestines/bowels
kʰur	cave
hwi	dog (Canis familiaris)
tsɐ	fear/frighten
rop	rib
lɐ	buy
se	thorn
ruk	six
kʰɐ	scratch/scrape
kʰwe	fish
li	exist/be
tsɐ	four
nɐ	two
tʰe	awaken
lɐ	steal
vu	great grandfather
tɕe	burn
tɐk	pound/crush
kʰut	smoke
pʰi	calf
sɐ	comb
wuk	stomach
kwe	horse
nɐ	ear
ða	fall
pi	leech
ða	enter
ŋɐ	five
ʃam	chase
tʰo	drive
ki	kidney
kʰə	laugh
rɐ	bone
su	body
veŋ	light (weight)
kʰi	crooked
tʰi	fruit (general)
sam	hair of head
tek	green
kʰu	jaw (general)
fu	axe
tʰeŋ	dry
kʰu	chin
li	squirrel
hu	young (of animal)/calf/foal
rɐk	rat
kʰak	breath
pʰi	leg
se	thorn
ðɐk	black
tʰe	awaken
pwe	fly
vɐn	flower
nɐ	breast
ʔa	medicine
tsɐ	horn
mwe	face
tsɐ	four
rɐ	bone
kʰi	bee
pʰə	snake
li	squirrel
rɐ	iron
pʰi	foot
ki	chew (v.)
hɐ	carry on shoulders
kʰə	laugh
rɐŋ	alive/be living
sɐ	one
nap	Flick the snot (from your nose)ǃ
rɐk	louse
ŋɐ	five
ʃwe	eat (general; v.)
ju	accept
tʰum	three
su	do
ðak	weave
fu	bamboo
tsa	grass
ʔa	pig
tʰak	kick
kʰok	basket
si	young (of animal)/calf/foal
him	bear
pam	sit
jip	sleep/ be asleep
ði	egg (of animal)
pʰə	snake
ʃe	produce/emerge
nur	fight with
luŋ	heart
rɐŋ	alive
kwi	twenty
hi	uncle (mothers brother)
re	roast
cap	cry/weep (v.)
ðar	uncle (mothers older sisters husband)
tʰar	clean
kʰu	crab
mok	brother-in-law of male (younger)
tʰak	kick
te	uncle (fathers younger brother)
kwi	twenty
ce	dig
lu	arrow
ce	lip
kɐ	nine
su	flesh/meat
aw	paternal uncle (elder)
so	long
tʰi	see/know
kʰaw	shoulder bag
ðar	oldest sister
ðɐŋ	sky
vu	great grandfather
pʰor	lung
lek	lick (v.)
ðar	uncle (fathers older brother)
kʰam	door
ʃa	husband
kwe	horse
we	molar
ðar	sister (oldest)
fu	elephant
kʰur	anus
kʰu	bitter
sam	run/flee
ðu	eat (rice; v.)
ʃuŋ	arrive
kwe	horse
ju	left hand
ʃe	emerge
har	chicken/fowl (general term)
ru	untie
fu	bamboo
fu	tooth
muk	cattle
nɐ	hear (v.)
ʃe	emerge
ru	ten
nɐ	leaf
fɐt	ashes
nap	stick (v.)
nɐ	mother-in-law
kwe	horse
te	words/speech
nɐŋ	thou
luŋ	stone
si	young (of animal)/calf/foal
ðar	paternal uncle (elder)
vu	paternal grandfather
ðu	be sick/be ill/hurt
pʰi	calf (of leg)
kʰi	crooked
nim	damp
kʰaw	shoulder-bag
cir	saliva
ku	climb/ascend
kʰuk	knee
lum	warm
ʃim	mortar
vu	grandfather
vu	paternal grandfather
kʰɐ	insect
ce	burn off fields/slash and burn
u	bird
vɐn	flower
cu	necklace
ram	village
ki	bite (v.)
mor	mouth
ʃe	brain
aw	father
fu	bamboo
sɐ	die
ham	yawn (v.)
pot	soft
pim	needle
tsɐ	salt
hon	expect
kʰwe	knife
ðɐk	black
kɐ	bark
ʃuŋ	arrive
fu	elephant
ʔi	I
ʃim	house
rɐ	intestines
sor	old
nak	fine
tɐt	cut (vegetables)
mi	sister of female (elder)
ʃim	mortar
kʰu	bitter
ðar	aunt (father's older sister)
pʰi	wash
ðɐk	black
ʔu	he/she
mɐt	squeeze
wor	sell
kʰu	chin
si	young (of animal)/calf/foal
li	earth
ði	spear
kɐ	bark (of tree)
ðak	weave
ði	egg
rɐk	louse
ðak	weave
kʰu	jaw (general)
kʰi	crooked
tʰeŋ	dry
fak	pig
vu	father-in-law
ʃa	cook
tsɐ	horn (of animal)
tsa	grass
pʰo	branch
va	paternal grandmother
ðu	sharpen
mɐŋ	name
tʰum	three
rɐk	louse
kʰi	bee
hɐn	curry
pu	buttocks
sɐ	scoop out
pʰɐn	blow (mouth)
pon	hand
tsɐ	salt
ðak	weave
pi	finish/be complete
ði	egg (of animal)
rɐ	wait
ke	head
kʰu	crab
ruk	six
sɐ	die/be dead
ji	leftside
tʰo	fat
kʰum	back
nwe	twist/knead
pʰu	seek/search
nɐŋ	think
co	deer
jip	sleep/lie down
ʃuŋ	correct
le	navel
fak	pig
kʰu	bitter
kʰur	cave/hole (in rock)
ʃu	dove/pigeon (general term)
vɐn	flower
pʰwi	snake
fu	elephant
ŋɐ	five
ʃim	sweet
rɐ	son-in-law
pon	hand
nɐ	two
kʰu	bitter
ðar	aunt (father's older brothers wife)
fu	body hair
kʰɐ	insect
sɐ	blood
nɐ	nose
muk	cattle
ðar	paternal aunt (elder)
kʰuk	knee
mɐn	ripe/well-cooked
hi	wither
nɐ	breast
kʰɐ	scratch/scrape
cir	spit (v.)
wuk	belly
pʰwi	snake
kʰɐ	insect/bug/vermin
kʰip	sew
ðar	sister (younger than male ego)
luŋ	heart
ði	water
pi	leech (land)
ke	cold
kʰwe	fish (general)
li	buffalo
mɐk	eye
nɐ	seven
kʰu	chin
lo	shadow
rɐ	bone
nɐ	breast
tuŋ	descend
ðej	ant
kʰə	burn/be on fire (v.i.)
tsɐ	salt
ju	palm
pʰi	foot
ri	toast/cook from the side
ðot	rice (cooked)
si	tie
nam	smell
vu	grandfather
him	bear
ʃu	hundred
tʰuk	deep
ta	pine
ce	burn off fields/slash and burn
ðar	older maternal aunt's husband
cap	cry/weep (v.)
ðɐŋ	pound/crush
hɐ	call
pwe	fly
nam	basket strap
roŋ	slingshot
mwe	want/desire
ðar	sister (younger than male ego)
cuŋ	(be) many
pwe	defecate (v.)
kʰut	smoke
lu	daughter
fak	pig
wuk	belly
ðɐk	burn/be on fire (v.i.)
ron	spider
sɐ	blood
ki	kidney
sam	hair of head
a	come
ki	kidney
pʰuŋ	mountain
kʰə	heavy
kʰur	anus/rectum
ri	crab
fu	axe
kʰə	be sick/be ill/hurt
nɐ	seven
nwe	near
ði	egg
kʰok	basket (head-basket)
kʰum	back
ca	be thirsty
tʰɐŋ	bark (of tree)
ʃu	dove
ʃur	follow
kum	year
pu	brother of female (younger)
fu	axe
mi	brother-in-law of female (older)
no	child
ʔa	medicine
tʰi	exchange
ma	drink (v.)
nɐ	two
pon	hand
tsɐ	horn (of animal)
hor	mushroom
se	thorn
kop	shoot (v.)
pwe	fly
tʰɐn	liver
tʰeŋ	be dry
ði	water
ni	laugh
kʰi	bee
kwi	twenty
lɐk	armpit
wa	rightside
mi	more than (comparative degree)
luŋ	stone
luŋ	heart
pi	leech (water)
ʃa	cook
kwe	horse
reŋ	hunt
sɐ	scoop out
si	young (of animal)/calf/foal
kʰut	smoke
wu	go
ði	water
lɐŋ	root
kwe	horse
nɐŋ	sister-in-law (of female ego)
tʰɐt	kill
ði	water
kʰur	cave/hole (in rock)
ðar	wife of older paternal uncle
li	tongue
rum	add together
mɐ	person
we	molar
rɐ	intestines/bowels
sɐ	blood
ce	tall
tɕe	burn down
sɐ	one
sɐ	die/be dead
kɐ	nine
jip	sleep/ be asleep
we	eat (fruit)
kwe	horse
lu	daughter
sun	joint
nɐ	mother-in-law
kʰi	bee
tsɐ	fear/frighten
tɕap	weep
ʃwe	eat (general; v.)
mi	fire
ðu	eat (rice)
kɐ	bark
pon	arm
tʰuk	deep
kʰə	heavy
tʰum	three
ðu	young (of animal)/calf/foal
hivu	uncle (fathers sisters husband)
ða	fall (from a height)
luŋ	stone
kwe	pestle
ʃu	thick
