ji	leftside	ji	leftside	tʰeŋ	dry	tʰur	sour	tʰum	hide
vu	uncle (mothers brother)	hi	uncle (mothers brother)	kʰuk	knee	tʰak	kick	tʰɐk	lung/chest
vu	great grandfather	vu	great grandfather	vu	great grandfather	vu	great grandfather	kʰuk	knee
ŋɐ	five	ŋɐ	five	ŋɐ	five	kʰuk	knee	tʰok	fast/quick
tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	tʰar	new
aw	father	aw	father	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest
kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
ðar	uncle (fathers older brother)	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry
kʰi	bee	kʰi	bee	kʰi	bee	kʰi	bee	kʰi	bee
mɐ	person	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
tsɐ	fear/frighten	tsɐ	fear/frighten	tsɐ	fear/frighten	kʰuk	knee	tʰok	fast/quick
naŋ	spin	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
cu	necklace	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
tʰur	sour	tʰar	new	tʰum	hide	kʰum	back	pʰɐn	belly/abdomen (external bulge)
tɕap	weep	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
tʰeŋ	dry	tʰeŋ	dry	tʰeŋ	dry	wat	angry (hear is bursting)	ði	water
ruk	six	ruk	six	ruk	six	tʰeŋ	dry	tʰar	new
hɐ	call	kʰuk	knee	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
rɐ	iron	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
ʃu	hundred	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
kʰuk	knee	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
tʰeŋ	dry	tʰar	new	pʰɐn	belly/abdomen (external bulge)	kʰwe	fish	tʰeŋ	dry
nɐ	seven	nɐ	seven	nɐ	seven	kʰuk	knee	tʰok	fast/quick
kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰur	sour
tʰak	kick	tʰak	kick	tʰak	kick	lwe	forget	ði	water
kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰur	sour
ʃuk	borrow	tʰeŋ	dry	tʰar	new	pʰɐn	belly/abdomen (external bulge)	kʰwe	fish
hwi	dog	hwi	dog	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
rɐŋ	alive	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
ru	ten	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
ʃe	brain	ʃe	brain	kʰum	back	pʰɐn	belly/abdomen (external bulge)	kʰur	cave
vu	father-in-law	vu	father-in-law	kʰuk	knee	tʰak	kick	tʰɐk	lung/chest
kʰuk	knee	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
ce	tall	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
nɐŋ	think	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour	tʰuk	deep
luŋ	stone	luŋ	stone	luŋ	stone	tʰok	fast/quick	tʰak	kick
si	tie	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
vu	great grandfather	vu	great grandfather	vu	great grandfather	vu	great grandfather	kʰuk	knee
tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	tʰar	new
pʰu	seek/search	pʰu	seek/search	hivu	uncle (fathers sisters husband)	wat	angry (hear is bursting)	lwe	forget
lwe	forget	ði	water	rɐŋ	alive/be living	si	buffalo	va	grandmother
pʰwi	snake	pʰwi	snake		snake		snake		snake
tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	tʰar	new
kɐ	nine	kɐ	nine	kɐ	nine	tʰak	kick	tʰɐk	lung/chest
kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry	tʰur	sour
tʰɐn	liver	wat	angry (hear is bursting)	lwe	forget	rɐŋ	alive/be living	rɐt	heavy
nɐ	ear	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
wat	angry (hear is bursting)	ði	water	rɐŋ	alive/be living	si	buffalo	rɐt	heavy
kʰak	breath	wat	angry (hear is bursting)	lwe	forget	ði	water	si	buffalo
tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	tʰar	new
kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰur	sour
kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry	tʰur	sour
kop	shoot	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
tʰum	three	tʰum	three	tʰum	three	wat	angry (hear is bursting)	lwe	forget
pon	hand	pon	hand	pon	hand	kʰuk	knee	tʰok	fast/quick
ða	enter	pʰi	calf (of leg)	kʰu	chin	wat	angry (hear is bursting)	lwe	forget
wuk	belly	wuk	belly	tʰeŋ	dry	tʰar	new	pʰɐn	belly/abdomen (external bulge)
rɐk	rat	tʰeŋ	dry	tʰur	sour	tʰar	new	tʰum	hide
tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	tʰar	new
ʃur	follow	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	tʰar	new
tʰo	fat	lwe	forget	ði	water	rɐŋ	alive/be living	si	buffalo
tʰuk	deep	tʰuk	deep	tʰuk	deep	wat	angry (hear is bursting)	lwe	forget
kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
ta	pine	ta	pine	ta	pine	kʰuk	knee	kʰum	back
ʃuŋ	correct	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰar	new
pi	leech	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
ʃu	thick	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
tʰeŋ	dry	tʰur	sour	tʰar	new	tʰum	hide	kʰum	back
ki	bite	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry	tʰur	sour
kʰu	cough	hivu	uncle (fathers sisters husband)	wat	angry (hear is bursting)	lwe	forget	ði	water
tʰeŋ	dry	tʰur	sour	tʰar	new	tʰum	hide	kʰum	back
kʰɐ	insect	kʰɐ	insect	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
nap	stick (v.)	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry
kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰur	sour
ki	bite	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰur	sour
luŋ	heart	luŋ	heart	luŋ	heart	tʰok	fast/quick	tʰak	kick
kʰut	smoke	kʰut	smoke	kʰut	smoke	lwe	forget	ði	water
ðɐ	grandchild	ðɐ	grandchild	ðɐ	grandchild	tʰok	fast/quick	tʰak	kick
ce	lip	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
hivu	uncle (fathers sisters husband)	wat	angry (hear is bursting)	lwe	forget	ði	water	rɐŋ	alive/be living
pʰi	calf (of leg)	kʰu	chin	lwe	forget	ði	water	rɐŋ	alive/be living
wat	angry (hear is bursting)	lwe	forget	rɐt	heavy	va	grandmother	ŋum	round
ri	crab	kʰu	crab	kʰu	crab	lwe	forget	ði	water
vu	great grandfather	vu	great grandfather	vu	great grandfather	vu	great grandfather	kʰuk	knee
vu	great grandfather	vu	great grandfather	vu	great grandfather	vu	great grandfather	kʰuk	knee
kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
mɐŋ	name	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
kʰuk	knee	kʰum	back	pʰɐn	belly/abdomen (external bulge)	kʰur	cave	kʰwe	fish
kɐ	nine	kɐ	nine	kɐ	nine	tʰak	kick	tʰɐk	lung/chest
li	earth	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
vɐn	flower	vɐn	flower	vɐn	flower	kʰuk	knee	tʰok	fast/quick
tsɐ	horn	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
hɐ	carry on shoulders	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
kʰuk	knee	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
muk	cattle	muk	cattle	tʰeŋ	dry	tʰar	new	pʰɐn	belly/abdomen (external bulge)
nɐ	breast	nɐ	breast	nɐ	breast	tʰok	fast/quick	tʰak	kick
kʰu	bitter	kʰu	bitter	kʰu	bitter	kʰu	bitter	kʰu	bitter
kum	year	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
tsɐ	horn	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
sam	hair (head)	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry
rɐ	intestines	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
lɐ	steal	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
kup	finish	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
ði	water	ði	water	ði	water	ði	water	ði	water
pʰuŋ	mountain	wat	angry (hear is bursting)	lwe	forget	ði	water	si	buffalo
nɐ	mother-in-law	nɐ	mother-in-law	nɐ	mother-in-law	kʰuk	knee	tʰok	fast/quick
ʃim	house	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry	tʰur	sour
kʰuk	knee	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
hon	expect	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry
nɐ	nose	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
ʔa	pig	fak	pig	fak	pig	fak	pig	fak	pig
kʰɐ	insect/bug/vermin	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
kʰwe	knife	lwe	forget	ði	water	rɐŋ	alive/be living	si	buffalo
tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	tʰar	new
kʰu	chin	kʰu	chin	kʰu	chin	kʰu	chin	kʰu	chin
wat	angry (hear is bursting)	lwe	forget	ði	water	rɐŋ	alive/be living	si	buffalo
kʰuk	knee	kʰum	back	kʰur	cave	kʰwe	fish	kʰak	breath
vu	grandfather	vu	grandfather	vu	grandfather	kʰuk	knee	tʰak	kick
pʰɐn	belly/abdomen (external bulge)	kʰwe	fish	kʰak	breath	kʰok	basket	kʰaw	shoulder bag
vu	grandfather	vu	grandfather	vu	grandfather	kʰuk	knee	tʰak	kick
pʰi	foot	pʰi	foot	pʰi	foot	wat	angry (hear is bursting)	ði	water
hɐn	curry	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry
mɐn	ripe/well-cooked	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
wat	angry (hear is bursting)	lwe	forget	ði	water	rɐŋ	alive/be living	si	buffalo
kɐ	bark	kɐ	bark	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
ki	bite	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry	tʰur	sour
lɐ	buy	kʰuk	knee	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
tɕe	burn	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
kʰam	door	lwe	forget	ði	water	rɐŋ	alive/be living	si	buffalo
ji	leftside	ji	leftside	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
ða	fall (from a height)	kʰuk	knee	kʰum	back	pʰɐn	belly/abdomen (external bulge)	kʰur	cave
tsɐ	horn	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
fu	tooth	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰar	new	pʰɐn	belly/abdomen (external bulge)
tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	pʰɐn	belly/abdomen (external bulge)
kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
kʰuk	knee	kʰum	back	pʰɐn	belly/abdomen (external bulge)	kʰur	cave	kʰwe	fish
kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰur	sour
ʔa	medicine	ʔa	medicine	rɐ	medicine	kʰuk	knee	tʰok	fast/quick
kʰur	anus	wat	angry (hear is bursting)	lwe	forget	ði	water	rɐŋ	alive/be living
kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
kʰɐ	scratch/scrape	kʰɐ	scratch/scrape	kʰɐ	scratch/scrape	lwe	forget	ði	water
ði	spear	pʰi	calf (of leg)	kʰu	chin	wat	angry (hear is bursting)	ði	water
sɐ	die	hivu	uncle (fathers sisters husband)	wat	angry (hear is bursting)	lwe	forget	rɐŋ	alive/be living
ði	egg	ði	egg	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	tʰar	new
kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
lum	warm	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
pʰor	lung	lwe	forget	ði	water	rɐŋ	alive/be living	si	buffalo
lɐt	self	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry
tsɐ	moon	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰur	sour
vu	father-in-law	vu	father-in-law	kʰuk	knee	tʰak	kick	tʰɐk	lung/chest
kwe	pestle	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰar	new	pʰɐn	belly/abdomen (external bulge)
som	rice (hulled)	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
pʰwi	snake	pʰwi	snake		snake		snake		snake
pam	sit	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry
kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	tʰar	new
kʰə	laugh	kʰə	laugh	ni	laugh	tʰok	fast/quick	tʰak	kick
hor	mushroom	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
ðu	eat (rice)	kʰuk	knee	kʰum	back	pʰɐn	belly/abdomen (external bulge)	kʰur	cave
ðu	eat (rice)	kʰuk	knee	kʰum	back	pʰɐn	belly/abdomen (external bulge)	kʰur	cave
rɐ	son-in-law	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
pi	leech	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
wuk	belly	wuk	belly	tʰeŋ	dry	tʰar	new	pʰɐn	belly/abdomen (external bulge)
jak	ashamed	tʰeŋ	dry	tʰur	sour	tʰar	new	tʰum	hide
kʰuk	knee	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
wat	angry (hear is bursting)	ði	water	rɐŋ	alive/be living	si	buffalo	rɐt	heavy
tsɐ	horn	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
lwe	forget	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
fu	axe	fu	axe	fu	axe	kʰuk	knee	tʰok	fast/quick
tsɐ	salt	tsɐ	salt	tsɐ	salt	kʰuk	knee	tʰok	fast/quick
tʰak	kick	tʰak	kick	tʰak	kick	wat	angry (hear is bursting)	lwe	forget
ŋum	round	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
ki	bite	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry	tʰur	sour
tʰak	kick	tʰak	kick	tʰak	kick	lwe	forget	ði	water
pon	hand	pon	hand	pon	hand	kʰuk	knee	tʰok	fast/quick
ʃim	mortar	ʃim	mortar	ʃim	mortar	kʰuk	knee	tʰok	fast/quick
vu	uncle (mothers brother)	hi	uncle (mothers brother)	kʰuk	knee	tʰak	kick	tʰɐk	lung/chest
him	bear	him	bear	kʰuk	knee	tʰak	kick	tʰɐk	lung/chest
pʰi	calf (of leg)	kʰu	chin	lwe	forget	ði	water	rɐŋ	alive/be living
mɐ	give	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry	tʰar	new
tʰe	awaken	tʰe	awaken	tʰe	awaken	wat	angry (hear is bursting)	lwe	forget
pʰi	foot	pʰi	foot	pʰi	foot	wat	angry (hear is bursting)	ði	water
ʃim	sweet	ʃim	sweet	ʃim	sweet	kʰuk	knee	tʰok	fast/quick
kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰur	sour
ma	dream	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰur	sour
ðej	ant	ðej	ant	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest
kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
vu	uncle (mothers brother)	hi	uncle (mothers brother)	kʰuk	knee	tʰak	kick	tʰɐk	lung/chest
mi	fire	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
si	tempt	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
su	body	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
ʃu	dove	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
vu	grandfather	vu	grandfather	vu	grandfather	kʰuk	knee	tʰak	kick
kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰur	sour	tʰuk	deep
tʰi	exchange	wat	angry (hear is bursting)	lwe	forget	ði	water	rɐŋ	alive/be living
ðar	uncle (fathers older brother)	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry
kʰu	chin	kʰu	chin	kʰu	chin	kʰu	chin	kʰu	chin
ʃe	brain	ʃe	brain	kʰum	back	pʰɐn	belly/abdomen (external bulge)	kʰur	cave
kʰuk	knee	kʰum	back	pʰɐn	belly/abdomen (external bulge)	kʰur	cave	kʰwe	fish
pon	arm	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰur	sour
tʰeŋ	dry	tʰur	sour	tʰar	new	tʰum	hide	kʰum	back
nɐŋ	thou	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry
nam	deceive	kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰeŋ	dry
lu	daughter	lu	daughter	lu	daughter	kʰuk	knee	tʰok	fast/quick
tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour	tʰuk	deep
kʰur	anus	wat	angry (hear is bursting)	lwe	forget	ði	water	rɐŋ	alive/be living
wa	rightside	tʰeŋ	dry	tʰur	sour	tʰum	hide	kʰum	back
wat	angry (hear is bursting)	ði	water	rɐŋ	alive/be living	si	buffalo	rɐt	heavy
kʰuk	knee	kʰuk	knee	kʰuk	knee	wat	angry (hear is bursting)	lwe	forget
fɐt	ashes	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
kɐ	bark	kɐ	bark	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
wat	angry (hear is bursting)	lwe	forget	ði	water	rɐŋ	alive/be living	si	buffalo
ðu	sharpen	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry	tʰur	sour
aw	father	aw	father	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest
kʰɐ	insect	kʰɐ	insect	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest
kʰu	crab	kʰu	crab	ri	crab	kʰuk	knee	tʰok	fast/quick
kʰuk	knee	kʰum	back	pʰɐn	belly/abdomen (external bulge)	kʰur	cave	kʰwe	fish
con	help	kʰuk	knee	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
vu	father-in-law	vu	father-in-law	kʰuk	knee	tʰak	kick	tʰɐk	lung/chest
mwe	face	kʰuk	knee	tʰok	fast/quick	tʰɐk	lung/chest	tʰeŋ	dry
ðot	rice (cooked)	ðot	rice (cooked)	pʰi	calf (of leg)	kʰu	chin	lwe	forget
kʰuk	knee	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰur	sour
le	field	tʰok	fast/quick	tʰak	kick	tʰɐk	lung/chest	tʰeŋ	dry
